t # 0
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000621 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0001292 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0014720 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0018065 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030358 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044228 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0049107 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0021990 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0046292 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042669 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0027865 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000034 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044540 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041164 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000984 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0039773 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0026718 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0025361 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044425 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0007708 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030266 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0037309 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0004630 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0038875 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030686 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0016721 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0023931 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044163 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000255 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0010808 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0002019 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0048258 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041813 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044089 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0034164 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0036971 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0017516 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042518 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013975 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0037227 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036778 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004934 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0037488 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036831 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0020669 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017374 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0033668 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016366 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030106 Conflict.Attack.Unspecified
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000691 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000691 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000179 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000691 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0049466 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000691 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031519 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000691 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036883 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000691 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0020096 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000691 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0039827 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000691 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0024200 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000691 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005330 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031491 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0038976 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0043437 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005090 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0039645 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018915 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0026154 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0043349 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0022030 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031876 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001027 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005244 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001318 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002041 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001697 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001881 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0031703 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002367 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0024703 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002367 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0044939 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002367 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000145 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002367 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016215 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002367 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0028282 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002367 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0028887 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002367 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0010329 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002367 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0028039 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002891 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000267 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002891 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003064 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003707 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003064 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000267 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003064 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003064 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001922 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003096 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003253 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006362 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003253 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0040426 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003253 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007774 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003366 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000179 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004083 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004270 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004744 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000145 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004744 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004975 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004744 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0042127 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004744 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003999 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004744 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000344 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004744 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018299 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004744 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0049484 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004744 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0042562 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004856 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017280 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004856 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0050092 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004856 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0033526 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004856 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013896 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004856 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0041222 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004856 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0034192 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005064 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005383 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005416 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005416 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001437 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005416 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000145 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005481 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0023924 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005481 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0023133 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006724 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0023725 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006724 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0015011 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006731 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000145 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006731 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006972 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000939 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0006972 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004687 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007327 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000145 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007627 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007697 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007739 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007911 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007911 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030837 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007911 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036697 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007992 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0007992 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0050179 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0008567 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0041346 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0009892 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0009892 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000939 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0010501 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0004687 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0010654 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0010925 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0010925 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0021081 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011017 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036696 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011017 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030318 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011017 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011017 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0029090 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011470 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036810 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011779 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011779 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0005547 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012498 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012820 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0020212 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012868 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0036501 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012868 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0012868 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003188 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013043 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0043030 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013043 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013140 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003250 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013140 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000784 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013434 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0014885 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013434 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0020883 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013434 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013884 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0022658 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0013884 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0011776 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016657 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0014615 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016657 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0045282 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016657 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0042746 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016657 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0050507 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0016657 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017010 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000179 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017010 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017010 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0046382 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017182 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002973 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017591 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0001335 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017591 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0002322 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017827 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017827 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0029179 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017898 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025649 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003015 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030027 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0033873 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0030106 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0008696 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0033668 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000179 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000267 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0017942 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0033042 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018554 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0025870 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018726 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018726 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0008037 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0018983 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019097 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0048963 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019097 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0041309 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019211 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0049713 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019211 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0029302 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019592 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019615 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019641 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019641 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0044941 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019641 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000267 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019641 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0042556 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019797 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000012 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019999 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000198 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019999 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0003589 Temporal_Order
e caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0019999 caci:Schemas/Instantiated/cluster_51/Steps/EN_Event_0000179 Temporal_Order
